name,source,product_url,image_url,white_bg,price,status
NEOGEN DERMALOGY PROBIOTICS DOUBLE ACTION SERUM (22G + 22G),skincarebd.com,https://skincarebd.com/product/neogen-dermalogy-probiotics-double-action-serum-22g-22g/,https://skincarebd.com/wp-content/uploads/2020/09/61vD1XIFPjL._SX522_.jpg,yes,1500.0,white_bg_ok
THE FACE SHOP Perfume Seed Rich Body Milk,skincarebd.com,https://skincarebd.com/product/the-face-shop-perfume-seed-rich-body-milk/,https://skincarebd.com/wp-content/uploads/2018/11/The-Face-Shop-Perfume-Seed-Rich-Body-Milk-price-malaysia-greece-britain.jpg,yes,1100.0,white_bg_ok
The Face Shop Perfume Seed Velvet Body Milk,skincarebd.com,https://skincarebd.com/product/the-face-shop-perfume-seed-velvet-body-milk/,https://skincarebd.com/wp-content/uploads/2018/11/timthumb.jpg,yes,1100.0,white_bg_ok
The Face Shop Perfume Seed White Peony Body Milk,skincarebd.com,https://skincarebd.com/product/the-face-shop-perfume-seed-white-peony-body-milk/,https://skincarebd.com/wp-content/uploads/2018/11/4a468c9bee24e34548f6185ad78e5f24.jpg,yes,1300.0,white_bg_ok
Some By Mi Rose Intensive Tone-Up Cream 50ml,skincarebd.com,https://skincarebd.com/product/rose-intensive-tone-up-cream-50ml/,https://skincarebd.com/wp-content/uploads/2018/10/Product_08-06-2017-07-10-47_1707.jpg,yes,850.0,white_bg_ok
NEOGEN - Dermalogy Age Defence Toner 150ml,skincarebd.com,https://skincarebd.com/product/neogen-dermalogy-age-defence-toner/,https://skincarebd.com/wp-content/uploads/2020/09/117201240_1213893865631108_5265830986767261442_n.jpg,yes,650.0,white_bg_ok
Coxir Green Tea BHA Clear Toner 150ml,skincarebd.com,https://skincarebd.com/product/coxir-green-tea-bha-clear-toner-150ml/,https://skincarebd.com/wp-content/uploads/2021/06/2fae367a3030ab153ce754d8fda8557a.png,yes,650.0,white_bg_ok
Klairs Creamy &amp;amp; Natural Fit Concealer,skincarebd.com,https://skincarebd.com/product/klairs-creamy-natural-fit-concealer/,https://skincarebd.com/wp-content/uploads/2020/08/klairs_004_light-800x533-1.jpg,yes,700.0,white_bg_ok
COXIR Black Snail Collagen Toner 150ML,skincarebd.com,https://skincarebd.com/product/coxir-black-snail-collagen-toner-150ml/,https://skincarebd.com/wp-content/uploads/2021/06/4c5c04db991bcd3d353fee1932327801.png,yes,1400.0,white_bg_ok
COXIR Intensive EGF Peptide Cream Mask Pack 80ML,skincarebd.com,https://skincarebd.com/product/coxir-intensive-egf-peptide-cream-mask-pack-80ml/,https://skincarebd.com/wp-content/uploads/2021/06/e865cb8305c7fd68505c31fd5b571e8c.png,yes,1400.0,white_bg_ok
Dr. Ceuracle Pure Vc Mellight Cream 80g,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-pure-vc-mellight-cream-80g/,https://skincarebd.com/wp-content/uploads/2020/12/purevc.png,yes,1500.0,white_bg_ok
MISSHA Time Revolution Artemisia Pack Foam Cleanser - 150ml,skincarebd.com,https://skincarebd.com/product/missha-time-revolution-artemisia-pack-foam-cleanser-150ml/,https://skincarebd.com/wp-content/uploads/2019/10/missha_500037-650x650.jpg,yes,900.0,white_bg_ok
SKINFOOD - Royal Honey 100 Hour Moisture Cream,skincarebd.com,https://skincarebd.com/product/skinfood-royal-honey-100-hour-moisture-cream/,https://skincarebd.com/wp-content/uploads/2021/02/61JRzl6E28L._SL1024_.jpg,yes,1200.0,white_bg_ok
I'M FROM Mugwort Mask - 30g,skincarebd.com,https://skincarebd.com/product/im-from-mugwort-mask-30g/,https://skincarebd.com/wp-content/uploads/2020/12/B0057438.png,yes,700.0,white_bg_ok
NEOGEN – Surmedic 24K Gold Caviar Repair Vital Cream 55gm,skincarebd.com,https://skincarebd.com/product/neogen-surmedic-24k-gold-caviar-repair-vital-cream-55gm/,https://skincarebd.com/wp-content/uploads/2021/05/NEOGEN-Surmedic-24K-Gold-Caviar-Repair-Vital-Cream.jpg,yes,1300.0,white_bg_ok
NEOGEN DERMALOGY REAL CHARCOAL PAD 5.07OZ / 150ML (60 PADS),skincarebd.com,https://skincarebd.com/product/neogen-dermalogy-real-charcoal-pad-5-07oz-150ml-60-pads/,https://skincarebd.com/wp-content/uploads/2020/08/bo_tron-recovered_f5574af284c64148bf4c959674258f8a_grande.webp,yes,1700.0,white_bg_ok
coxir Intensive EGF Peptide Serum 50ML,skincarebd.com,https://skincarebd.com/product/coxir-intensive-egf-peptide-serum-50ml/,https://skincarebd.com/wp-content/uploads/2021/06/9b44e5eba5971e5570ebe745976fddfc.png,yes,1100.0,white_bg_ok
ISNTREE HYALURONIC ACID SPECIAL TRIAL KIT,skincarebd.com,https://skincarebd.com/product/isntree-hyaluronic-acid-special-trial-kit/,https://skincarebd.com/wp-content/uploads/2021/03/special-trial-kit.jpg,yes,1100.0,white_bg_ok
SKINFOOD - Summer Kit,skincarebd.com,https://skincarebd.com/product/skinfood-summer-kit/,https://skincarebd.com/wp-content/uploads/2021/03/K-0388.jpg,yes,900.0,white_bg_ok
RYO Damage Care Treatment 180ml,skincarebd.com,https://skincarebd.com/product/ryo-ryo-damage-care-treatment-180ml/,https://skincarebd.com/wp-content/uploads/2021/07/Ryo-Damage-Care-Treatment-001.jpg,yes,500.0,white_bg_ok
"Ryo Hair Loss Care Root Strength Treatment, 200ml",skincarebd.com,https://skincarebd.com/product/ryo-hair-loss-care-root-strength-treatment-200ml/,https://skincarebd.com/wp-content/uploads/2021/06/Ryo-Root-Strength-Treatment-Hair-Loss-Care.jpg,yes,1100.0,white_bg_ok
Missha Time Revolution The First Treatment Essence RX (4th Gen) 30ml,skincarebd.com,https://skincarebd.com/product/time-revolution-the-first-treatment-essence-rx-4th-gen-30ml/,https://skincarebd.com/wp-content/uploads/2021/01/missha_sample_500119-650x650-1.jpg,yes,800.0,white_bg_ok
Skin Food Fresh Fruit Lip &amp;amp; Cheek Lunch Box 58g,skincarebd.com,https://skincarebd.com/product/skin-food-fresh-fruit-lip-cheek-lunch-box-58g/,https://skincarebd.com/wp-content/uploads/2021/07/SKINFOOD-Fresh-Fruit-Lip-and-Cheek-Lunch-Box.jpg,yes,1200.0,white_bg_ok
Dr.Ceuracle 5α Control No-sebum Sun Lotion SPF50+ PA++++ 50g,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-5%ce%b1-control-no-sebum-sun-lotion-spf50-pa-50g/,https://skincarebd.com/wp-content/uploads/2021/12/sun-1.jpg,yes,1200.0,white_bg_ok
KLAIRS Daily Skin Softening Water - 500ml,skincarebd.com,https://skincarebd.com/product/klairs-daily-skin-softening-water-500ml/,https://skincarebd.com/wp-content/uploads/2020/03/klairs-tonico-daily-skin-softening-water-1-55315.jpeg,yes,500.0,white_bg_ok
SKINMISO SPOT REPAIRING SERUM 30ML,skincarebd.com,https://skincarebd.com/product/skinmiso-spot-repairing-serum-30ml/,https://skincarebd.com/wp-content/uploads/2020/01/skinmiso_500002-650x650_0.1.jpg,yes,1200.0,white_bg_ok
Cosrx Full fit Propolis Ultra Light Ampoule 30ml,skincarebd.com,https://skincarebd.com/product/cosrx-full-fit-propolis-ultra-light-ampoule-30ml/,https://skincarebd.com/wp-content/uploads/2021/01/image-2.jpg,yes,1700.0,white_bg_ok
SKINMISO Pore Corset Serum 30ml,skincarebd.com,https://skincarebd.com/product/skinmiso-pore-corset-serum-30ml/,https://skincarebd.com/wp-content/uploads/2020/01/41CIOcoAjvL._SL1000_.jpg,yes,1700.0,white_bg_ok
Cosrx Hydrium Triple Hyaluronic Moisture Ampoule 40ml,skincarebd.com,https://skincarebd.com/product/cosrx-hydrium-triple-hyaluronic-moisture-ampoule-40ml/,https://skincarebd.com/wp-content/uploads/2020/06/cosrx_054_light-766x1000-1.jpg,yes,1800.0,white_bg_ok
PURITO Snail Repair Advanced Serum 60ml,skincarebd.com,https://skincarebd.com/product/purito-snail-repair-advanced-serum-60ml/,https://skincarebd.com/wp-content/uploads/2020/06/purito-snail-repair-advanced-serum.jpg,yes,990.0,white_bg_ok
Innisfree Olive Real Cleansing Oil 150ml,skincarebd.com,https://skincarebd.com/product/innisfree-olive-real-cleansing-oil-150ml/,https://skincarebd.com/wp-content/uploads/2020/07/innisfree-olive-real-cleansing-oil-1000x1000-1.jpg,yes,450.0,white_bg_ok
Innisfree Green Tea Seed Deep Cream 50ml,skincarebd.com,https://skincarebd.com/product/innisfree-green-tea-seed-deep-cream-50ml/,https://skincarebd.com/wp-content/uploads/2021/01/6d3498d8806173518241new.jpg,yes,1300.0,white_bg_ok
Innisfree Bija Cica Skin 200ml,skincarebd.com,https://skincarebd.com/product/innisfree-bija-cica-skin-200ml/,https://skincarebd.com/wp-content/uploads/2021/01/28810_l.png,yes,1300.0,white_bg_ok
Innisfree Green Tea Morning Cleanser 150ml,skincarebd.com,https://skincarebd.com/product/innisfree-green-tea-morning-cleanser/,https://skincarebd.com/wp-content/uploads/2019/09/28031_l.png,yes,1100.0,white_bg_ok
Innisfree Green Tea Seed Essence-in-Lotion 100ml,skincarebd.com,https://skincarebd.com/product/innisfree-green-tea-seed-essence-in-lotion-100ml/,https://skincarebd.com/wp-content/uploads/2021/01/28060_l.png,yes,1000.0,white_bg_ok
Beauty of Joseon Green Plum AHA Bubble Toner 150ml,skincarebd.com,https://skincarebd.com/product/beauty-of-joseon-green-plum-aha-bubble-toner-150ml/,https://skincarebd.com/wp-content/uploads/2021/06/Beauty-of-Joseon-Green-Plum-AHA-Bubble-Toner.jpg,yes,1500.0,white_bg_ok
SOME BY MI Perfect Removal Cream (Body) 120ml,skincarebd.com,https://skincarebd.com/product/some-by-mi-perfect-removal-cream-body-120ml/,https://skincarebd.com/wp-content/uploads/2019/09/Some-By-Mi-Perfect-Hair-Removal-Cream-120ml-1000x1000-1.jpg,yes,1200.0,white_bg_ok
MISSHA Fruit Tea Cleansing Foam Blueberry Tea 150ml,skincarebd.com,https://skincarebd.com/product/missha-fruit-tea-cleansing-foam-blueberry-tea-150ml/,https://skincarebd.com/wp-content/uploads/2018/10/missha-frui-tea-cleansing-foam-blueberry.jpg,yes,900.0,white_bg_ok
missha Frui-tea cleansing foam 150ml,skincarebd.com,https://skincarebd.com/product/missha-frui-tea-cleansing-foam-150ml/,https://skincarebd.com/wp-content/uploads/2018/10/item_XL_12023835_18022369.jpg,yes,900.0,white_bg_ok
Jumiso AC Cure No Pain No Gain Spot Cream 15ml,skincarebd.com,https://skincarebd.com/product/6814/,https://skincarebd.com/wp-content/uploads/2020/07/ac-1.jpg,yes,1100.0,white_bg_ok
Nature Republic - Super Aqua Max EX Watery Cream 80ml,skincarebd.com,https://skincarebd.com/product/nature-republic-super-aqua-max-ex-watery-cream-80ml/,https://skincarebd.com/wp-content/uploads/2021/02/Nature-Republic-Super-Aqua-Max-EX-Watery-Cream-80ml-Title.jpg,yes,800.0,white_bg_ok
Innisfree My Essential Body Intensive Flower Body Cream 150ml,skincarebd.com,https://skincarebd.com/product/innisfree-my-essential-body-intensive-flower-body-cream-150ml/,https://skincarebd.com/wp-content/uploads/2020/01/64bf9134cdf1d3a824ca67c4f6702a74.jpg,yes,1400.0,white_bg_ok
Laneige Water Sleeping Mask (Lavender) 70ml,skincarebd.com,https://skincarebd.com/product/laneige-water-sleeping-mask-lavender/,https://skincarebd.com/wp-content/uploads/2019/09/laneige_500010-650x650_0.1.jpg,yes,1500.0,white_bg_ok
COSRX Pure Fit Cica Cream 50ml,skincarebd.com,https://skincarebd.com/product/cosrx-pure-fit-cica-cream-50ml/,https://skincarebd.com/wp-content/uploads/2020/10/Cosrx-Pure-Fit-Cica-Cream-1000x1000-1.jpg,yes,1400.0,white_bg_ok
SUR.MEDIC AZULENE SOOTHING CREAM 50ML,skincarebd.com,https://skincarebd.com/product/sur-medic-azulene-soothing-cream-1-69-oz-50ml/,https://skincarebd.com/wp-content/uploads/2020/09/7deca33a-50fc-47aa-8fff-5c51c1cb37bb.__CR00300300_PT0_SX300_V1___.jpg,yes,1500.0,white_bg_ok
Laneige Perfect Renew Youth Regenerating Cream 50ml,skincarebd.com,https://skincarebd.com/product/laneige-perfect-renew-cream/,https://skincarebd.com/wp-content/uploads/2019/07/Laneige-PERFECT-RENEW-YOUTH-REGENERATING-CREAM__600x600.w610.h610.fill_.webp,yes,1300.0,white_bg_ok
I'M FROM Mugwort Spot Gel 15ml,skincarebd.com,https://skincarebd.com/product/im-from-mugwort-spot-gel-15ml/,https://skincarebd.com/wp-content/uploads/2020/08/31y1bXwUNOL.jpg,yes,1700.0,white_bg_ok
I'M FROM Fig Cleansing Balm - 100g,skincarebd.com,https://skincarebd.com/product/im-from-fig-cleansing-balm-2500/,https://skincarebd.com/wp-content/uploads/2020/10/i-m-from-fig-cleansing-balm-1_grande.jpg,yes,1500.0,white_bg_ok
Innisfree My Lip Balm (07Dried Rose Tea) 15g,skincarebd.com,https://skincarebd.com/product/innisfree-my-lip-balm-07dried-rose-tea-15g/,https://skincarebd.com/wp-content/uploads/2020/12/31mDKdbbqAL.jpg,yes,1000.0,white_bg_ok
THE FACE SHOP JEJU ALOE ICE REFRESHING SOOTHING GEL,skincarebd.com,https://skincarebd.com/product/the-face-shop-jeju-aloe-ice-refreshing-soothing-gel/,https://skincarebd.com/wp-content/uploads/2018/09/6558224659775488_900x.jpg,yes,1000.0,white_bg_ok
KLAIRS Gentle Black Sugar Charcoal Soap 100g,skincarebd.com,https://skincarebd.com/product/klairs-gentle-black-sugar-charcoal-soap/,https://skincarebd.com/wp-content/uploads/2018/12/Black-Charcoal-Soap-600x600.jpg,yes,700.0,white_bg_ok
SOME BY MI - UV Shield Daily Mild Suncream 50ml,skincarebd.com,https://skincarebd.com/product/some-by-mi-uv-shield-daily-mild-suncream-50ml/,https://skincarebd.com/wp-content/uploads/2019/05/SOME_BY_MI_-_UV_Shield_Daily_Mild_Suncream_SPF50_PA_50ml4_grande.jpg,yes,1400.0,white_bg_ok
I'M FROM Ginseng Mask 120g,skincarebd.com,https://skincarebd.com/product/im-from-ginseng-mask-120g/,https://skincarebd.com/wp-content/uploads/2019/08/Nudie_Glow_I_m_From_Ginseng_Mask_Korean_Beauty_Australia_grande.jpg,yes,700.0,white_bg_ok
Cosrx Refresh ABC Daily Toner (AHA BHA Vitamin C) 50ml,skincarebd.com,https://skincarebd.com/product/cosrx-refresh-abc-daily-toner-aha-bha-vitamin-c-50ml/,https://skincarebd.com/wp-content/uploads/2022/06/Cosrx-Refresh-ABC-Daily-Toner-AHA-BHA-Vitamin-C-50ml.jpg,yes,650.0,white_bg_ok
PURITO - Galacto Niacin 97 Power Essence 60ml,skincarebd.com,https://skincarebd.com/product/purito-galacto-niacin-97-power-essence-60ml/,https://skincarebd.com/wp-content/uploads/2020/06/purito_008_light-800x533-1.jpg,yes,1500.0,white_bg_ok
Ryo Damage Care Conditioner- 500ml,skincarebd.com,https://skincarebd.com/product/ryo-damage-care-conditioner-500ml/,https://skincarebd.com/wp-content/uploads/2021/07/EcomImageResize_0000s_0099_AmorePacific_06_04_20_Aritaum_RYDAMAGECARECONDI_001.jpg,yes,1100.0,white_bg_ok
IUNIK ROSE GALACTOMYCES SILKY TONE UP CREAM 40ML,skincarebd.com,https://skincarebd.com/product/iunik-rose-galactomyces-silky-tone-up-cream-40ml/,https://skincarebd.com/wp-content/uploads/2020/06/19767ad646a84.jpg,yes,1150.0,white_bg_ok
I'M FROM Honey Serum 30ml,skincarebd.com,https://skincarebd.com/product/im-from-honey-serum-30ml/,https://skincarebd.com/wp-content/uploads/2020/08/3116HCQEZML.jpg,yes,990.0,white_bg_ok
Isntree Cica Relief Cream 50ml,skincarebd.com,https://skincarebd.com/product/isntree-cica-relief-cream-50ml/,https://skincarebd.com/wp-content/uploads/2021/06/product.84.158374241883106.jpg,yes,1300.0,white_bg_ok
COSRX  One Step Original Clear Pad 70Pads,skincarebd.com,https://skincarebd.com/product/cosrx-one-step-original-clear-pads/,https://skincarebd.com/wp-content/uploads/2018/11/Cosrx-One-Step-Original-Clear-Pad-70-Pads.jpg,yes,1000.0,white_bg_ok
KLAIRS Daily Skin Hydrating Water - 500ml,skincarebd.com,https://skincarebd.com/product/klairs-daily-skin-hydrating-water-500ml/,https://skincarebd.com/wp-content/uploads/2020/03/274355353_5587990227882678_6925903177184522766_n.jpg,yes,1700.0,white_bg_ok
BY WISHTREND Pure Vitamin C 21.5% Advanced Serum 30ml (showroom exclusive),skincarebd.com,https://skincarebd.com/product/by-wishtrend-pure-vitamin-c-21-5-advanced-serum-30ml/,https://skincarebd.com/wp-content/uploads/2020/11/562fce9b7d0a05ff9e5e6120321ad405.jpg,yes,1500.0,white_bg_ok
Innisfree Bija Trouble Cleansing Gel 150ml,skincarebd.com,https://skincarebd.com/product/7771/,https://skincarebd.com/wp-content/uploads/2021/01/28811_l.png,yes,1100.0,white_bg_ok
Innisfree Olive Real Serum 50ml,skincarebd.com,https://skincarebd.com/product/innisfree-olive-real-serum-50ml/,https://skincarebd.com/wp-content/uploads/2020/08/Innisfree-Olive-Real-Serum-1.jpg,yes,990.0,white_bg_ok
MISE EN SCENE AGING CARE TREATMENT - 180ML,skincarebd.com,https://skincarebd.com/product/mise-en-scene-aging-care-treatment-180ml/,https://skincarebd.com/wp-content/uploads/2021/06/c241-500x500-1.jpg,yes,500.0,white_bg_ok
Dr. Ceuracle Hyal Reyouth Cream 60g,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-hyal-reyouth-cream-60g/,https://skincarebd.com/wp-content/uploads/2021/03/6fb6eab041b9622318250d2c6151e54b.jpeg,yes,1300.0,white_bg_ok
KLAIRS Fundamental Ampule Mist - 125 ml,skincarebd.com,https://skincarebd.com/product/klairs-fundamental-ampule-mist-125-ml/,https://skincarebd.com/wp-content/uploads/2020/08/thumbnail-22.jpg,yes,900.0,white_bg_ok
NATURE REPUBLIC CALIFORNIA ALOE ICE PUFF SUN-CLEAR SPF50+PA++++ 150ml,skincarebd.com,https://skincarebd.com/product/nature-republic-california-aloe-ice-puff-sun-clear-spf50pa-150ml/,https://skincarebd.com/wp-content/uploads/2018/08/01_10010029NJ0956_TSX2.jpg,yes,800.0,white_bg_ok
PURITO Centella Green Level Safe Sun 60ml,skincarebd.com,https://skincarebd.com/product/purito-centella-green-level-safe-sun-60ml/,https://skincarebd.com/wp-content/uploads/2020/07/PURITO-Centella-Green-Level-Safe-Sun-SPF50-01.jpg,yes,1000.0,white_bg_ok
MISSHA ALL-AROUND SAFE BLOCK WATERPROOF SUN MILK SPF50+/PA+++ 40ML,skincarebd.com,https://skincarebd.com/product/missha-all-around-safe-block-waterproof-sun-milk-spf50-pa-40ml/,https://skincarebd.com/wp-content/uploads/2019/02/14633_shop2_355391.jpg,yes,900.0,white_bg_ok
KLAIRS Mid Day Blue UV Shield - 80ml,skincarebd.com,https://skincarebd.com/product/klairs-mid-day-blue-uv-shield-80ml/,https://skincarebd.com/wp-content/uploads/2020/07/Midday-Blue-UV-Shield-thumbnail.jpg,yes,700.0,white_bg_ok
NEOGEN DERMALOGY LEMON BRIGHT PHA GAUZE PEELING 190ML (30 PADS),skincarebd.com,https://skincarebd.com/product/neogen-bio-peel-gauze-peeling-lemon-200ml/,https://skincarebd.com/wp-content/uploads/2018/10/NEOGEN-Dermalogy-Lemon-Bright-PHA-Gauze-Peeling3.webp,yes,1200.0,white_bg_ok
I'M FROM Rice Mask - 110g,skincarebd.com,https://skincarebd.com/product/im-from-rice-mask-110g/,https://skincarebd.com/wp-content/uploads/2020/08/Im-from-Rice-Mask-110g__600x600.w610.h610.fill_.jpg,yes,700.0,white_bg_ok
PURITO BHA Dead Skin Moisture Gel 100ml,skincarebd.com,https://skincarebd.com/product/purito-bha-dead-skin-moisture-gel-100ml/,https://skincarebd.com/wp-content/uploads/2020/06/s_l640.jpg,yes,1200.0,white_bg_ok
Dr.Ceuracle Cica Regen Vegan Sun 50ml,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-cica-regen-anti-dust-sun-gel-50ml/,https://skincarebd.com/wp-content/uploads/2020/08/700_C.png,yes,950.0,white_bg_ok
Dr. Ceuracle Pure Vc Mellight Ampoule 08g+8ml,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-pure-vc-mellight-ampoule-8ml/,https://skincarebd.com/wp-content/uploads/2020/12/unnamed-2.jpg,yes,1500.0,white_bg_ok
Dr. Ceuracle - Tea Tree Purifine 70 Toner 100ml,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-tea-tree-purifine-70-toner-100ml/,https://skincarebd.com/wp-content/uploads/2021/03/WhatsAppImage2020-07-18at12.17.51PM_1200x1200.jpg,yes,1350.0,white_bg_ok
Dr.Ceuracle Cica Regen 92 Toner 120ml,skincarebd.com,https://skincarebd.com/product/dr-ceuracle-cica-regen-92-toner-120ml/,https://skincarebd.com/wp-content/uploads/2020/06/unnamed-2.png,yes,650.0,white_bg_ok
COSRX Favorites Best Sellers Travel Set,skincarebd.com,https://skincarebd.com/product/cosrx-favorites-best-sellers-travel-set/,https://skincarebd.com/wp-content/uploads/2021/05/cosrx-favorites-best-seller-set-oo35mm_1024x1024.jpg,yes,800.0,white_bg_ok
Tiam Pore Minimizing 21 Cream 60ml,skincarebd.com,https://skincarebd.com/product/tiam-pore-minimizing-21-cream-50ml/,https://skincarebd.com/wp-content/uploads/2021/03/104369cdfbbbddab0fc8ae7762f3333f.jpg,yes,1500.0,white_bg_ok
